playerName,ovr,position,program,team,price,externalId,url
Caleb Downs,85,,Collectors Series,,,161016198,https://www.mut.gg/players/16198-caleb-downs/27-161016198/
Dennis Gardeck,85,,Collectors Series,,,161013610,https://www.mut.gg/players/13610-dennis-gardeck/27-161013610/
Colton McKivitz,85,,Collectors Series,,,161021115,https://www.mut.gg/players/21115-colton-mckivitz/27-161021115/
Aaron Rodgers,85,,Collectors Series,,,161026668,https://www.mut.gg/players/26668-aaron-rodgers/27-161026668/
Cam Skattebo,85,,Collectors Series,,,161014807,https://www.mut.gg/players/14807-cam-skattebo/27-161014807/
Xavier Watts,85,,Collectors Series,,,161015331,https://www.mut.gg/players/15331-xavier-watts/27-161015331/
Chase Young,85,,Collectors Series,,,161020985,https://www.mut.gg/players/20985-chase-young/27-161020985/
Dwight Freeney,85,,Legends,,,163014840,https://www.mut.gg/players/14840-dwight-freeney/27-163014840/
Derrick Johnson,85,,Legends,,,163026748,https://www.mut.gg/players/26748-derrick-johnson/27-163026748/
Ronnie Lott,85,,Legends,,,163011469,https://www.mut.gg/players/11469-ronnie-lott/27-163011469/
Gerald McCoy,85,,Legends,,,163009859,https://www.mut.gg/players/9859-gerald-mccoy/27-163009859/
Willie Anderson,85,,Legends,,,163000273,https://www.mut.gg/players/273-willie-anderson/27-163000273/
Martellus Bennett,85,,Legends,,,163028442,https://www.mut.gg/players/28442-martellus-bennett/27-163028442/
Marcel Reece,85,,Legends,,,163010020,https://www.mut.gg/players/10020-marcel-reece/27-163010020/
Marshal Yanda,85,,Legends,,,163028013,https://www.mut.gg/players/28013-marshal-yanda/27-163028013/
Devin Bush,85,,Preseason Standouts,,,111020583,https://www.mut.gg/players/20583-devin-bush/27-111020583/
Travis Etienne Jr,85,,Preseason Standouts,,,111021721,https://www.mut.gg/players/21721-travis-etienne/27-111021721/
Trey Hendrickson,85,,Preseason Standouts,,,111012692,https://www.mut.gg/players/12692-trey-hendrickson/27-111012692/
Wyatt Teller,85,,Preseason Standouts,,,111013208,https://www.mut.gg/players/13208-wyatt-teller/27-111013208/
Jaylen Waddle,85,,Preseason Standouts,,,111021760,https://www.mut.gg/players/21760-jaylen-waddle/27-111021760/
Riq Woolen,85,,Preseason Standouts,,,111022247,https://www.mut.gg/players/22247-tariq-woolen/27-111022247/
Charles Cross,85,,Pregame Access,,,106022437,https://www.mut.gg/players/22437-charles-cross/27-106022437/
Travis Hunter,85,,Pregame Access,,,106015101,https://www.mut.gg/players/15101-travis-hunter/27-106015101/
Colston Loveland,85,,Pregame Access,,,106015117,https://www.mut.gg/players/15117-colston-loveland/27-106015117/
Carson Schwesinger,85,,Pregame Access,,,106015266,https://www.mut.gg/players/15266-carson-schwesinger/27-106015266/
Rueben Bain Jr.,85,,Rookie Premiere,,,108516334,https://www.mut.gg/players/16334-rueben-bain-jr/27-108516334/
Brandon Cisse,85,,Rookie Premiere,,,108516349,https://www.mut.gg/players/16349-brandon-cisse/27-108516349/
Olaivavega Ioane,85,,Rookie Premiere,,,108516217,https://www.mut.gg/players/16217-olaivavega-ioane/27-108516217/
Jeremiyah Love,85,,Rookie Premiere,,,108516370,https://www.mut.gg/players/16370-jeremiyah-love/27-108516370/
Fernando Mendoza,85,,Rookie Premiere,,,108516261,https://www.mut.gg/players/16261-fernando-mendoza/27-108516261/
Jacob Rodriguez,85,,Rookie Premiere,,,108501806,https://www.mut.gg/players/1806-jacob-rodriguez/27-108501806/
Kenyon Sadiq,85,,Rookie Premiere,,,108516385,https://www.mut.gg/players/16385-kenyon-sadiq/27-108516385/
Carnell Tate,85,,Rookie Premiere,,,108516186,https://www.mut.gg/players/16186-carnell-tate/27-108516186/
Josh Allen,85,,Core,,,101013197,https://www.mut.gg/players/13197-josh-allen/27-101013197/
Will Anderson Jr,85,,Core,,,101022702,https://www.mut.gg/players/22702-will-anderson-jr/27-101022702/
Jessie Bates III,85,,Core,,,101013202,https://www.mut.gg/players/13202-jessie-bates-iii/27-101013202/
Derrick Brown,85,,Core,,,101021286,https://www.mut.gg/players/21286-derrick-brown/27-101021286/
Ja'Marr Chase,85,,Core,,,101021586,https://www.mut.gg/players/21586-jamarr-chase/27-101021586/
Jeremy Chinn,85,,Pregame Access,,,106021151,https://www.mut.gg/players/21151-jeremy-chinn/27-106021151/
Maxx Crosby,85,,Core,,,101020571,https://www.mut.gg/players/20571-maxx-crosby/27-101020571/
Jaxson Dart,85,,Pregame Access,,,106014796,https://www.mut.gg/players/14796-jaxson-dart/27-106014796/
Michael Dickson,85,,Core,,,101013391,https://www.mut.gg/players/13391-michael-dickson/27-101013391/
Michael Dickson,85,,Platinum Players,,,101113391,https://www.mut.gg/players/13391-michael-dickson/27-101113391/
Nick Folk,85,,Core,,,101028142,https://www.mut.gg/players/28142-nick-folk/27-101028142/
Nick Folk,85,,Platinum Players,,,101128142,https://www.mut.gg/players/28142-nick-folk/27-101128142/
Myles Garrett,85,,Core,,,101012520,https://www.mut.gg/players/12520-myles-garrett/27-101012520/
Jahmyr Gibbs,85,,Core,,,101022691,https://www.mut.gg/players/22691-jahmyr-gibbs/27-101022691/
Christian Gonzalez,85,,Core,,,101023026,https://www.mut.gg/players/23026-christian-gonzalez/27-101023026/
Josh Harris,85,,Core,,,101011807,https://www.mut.gg/players/11807-josh-harris/27-101011807/
Josh Harris,85,,Platinum Players,,,101111807,https://www.mut.gg/players/11807-josh-harris/27-101111807/
Marvin Harrison Jr,85,,Pregame Access,,,106014643,https://www.mut.gg/players/14643-marvin-harrison-jr/27-106014643/
Creed Humphrey,85,,Core,,,101021551,https://www.mut.gg/players/21551-creed-humphrey/27-101021551/
Cam Jurgens,85,,Pregame Access,,,106022273,https://www.mut.gg/players/22273-cam-jurgens/27-106022273/
Kyle Juszczyk,85,,Platinum Players,,,101101599,https://www.mut.gg/players/1599-kyle-juszczyk/27-101101599/
Kyle Juszczyk,85,,Core,,,101001599,https://www.mut.gg/players/1599-kyle-juszczyk/27-101001599/
Trey McBride,85,,Core,,,101022093,https://www.mut.gg/players/22093-trey-mcbride/27-101022093/
Puka Nacua,85,,Core,,,101022811,https://www.mut.gg/players/22811-puka-nacua/27-101022811/
Micah Parsons,85,,Core,,,101021476,https://www.mut.gg/players/21476-micah-parsons/27-101021476/
Penei Sewell,85,,Core,,,101021540,https://www.mut.gg/players/21540-penei-sewell/27-101021540/
Jeffery Simmons,85,,Core,,,101020549,https://www.mut.gg/players/20549-jeffery-simmons-jr/27-101020549/
Jaxon Smith-Njigba,85,,Core,,,101022694,https://www.mut.gg/players/22694-jaxon-smith-njigba/27-101022694/
Matthew Stafford,85,,Core,,,101020051,https://www.mut.gg/players/20051-matthew-stafford/27-101020051/
Patrick Surtain II,85,,Core,,,101021764,https://www.mut.gg/players/21764-patrick-surtain-ii/27-101021764/
T'Vondre Sweat,85,,Pregame Access,,,106014760,https://www.mut.gg/players/14760-tvondre-sweat/27-106014760/
Joe Thuney,85,,Core,,,101017777,https://www.mut.gg/players/17777-joe-thuney/27-101017777/
Jalon Walker,85,,Pregame Access,,,106015265,https://www.mut.gg/players/15265-jalon-walker/27-106015265/
Fred Warner,85,,Core,,,101013203,https://www.mut.gg/players/13203-fred-warner/27-101013203/
Reggie Bush,84,,Ranked,,,109427227,https://www.mut.gg/players/27227-reggie-bush/27-109427227/
Sauce Gardner,84,,Ranked,,,109422260,https://www.mut.gg/players/22260-ahmad-gardner/27-109422260/
Christian Watson,84,,Ranked,,,109422373,https://www.mut.gg/players/22373-christian-watson/27-109422373/
Brandon Aubrey,84,,Platinum Players,,,101123329,https://www.mut.gg/players/23329-brandon-aubrey/27-101123329/
Brandon Aubrey,84,,Core,,,101023329,https://www.mut.gg/players/23329-brandon-aubrey/27-101023329/
Zack Baun,84,,Core,,,101021142,https://www.mut.gg/players/21142-zack-baun/27-101021142/
Garett Bolles,84,,Core,,,101012545,https://www.mut.gg/players/12545-garett-bolles/27-101012545/
Nick Bosa,84,,Core,,,101020565,https://www.mut.gg/players/20565-nick-bosa/27-101020565/
Aaron Brewer,84,,Core,,,101021365,https://www.mut.gg/players/21365-aaron-brewer/27-101021365/
Andrew DePaola,84,,Core,,,101002279,https://www.mut.gg/players/2279-andrew-depaola/27-101002279/
Andrew DePaola,84,,Platinum Players,,,101102279,https://www.mut.gg/players/2279-andrew-depaola/27-101102279/
Kyle Hamilton,84,,Core,,,101022226,https://www.mut.gg/players/22226-kyle-hamilton/27-101022226/
Cam Heyward,84,,Core,,,101010698,https://www.mut.gg/players/10698-cameron-heyward/27-101010698/
Danielle Hunter,84,,Core,,,101002540,https://www.mut.gg/players/2540-danielle-hunter/27-101002540/
Aidan Hutchinson,84,,Core,,,101022145,https://www.mut.gg/players/22145-aidan-hutchinson/27-101022145/
Lamar Jackson,84,,Core,,,101013092,https://www.mut.gg/players/13092-lamar-jackson/27-101013092/
Derwin James Jr,84,,Core,,,101013080,https://www.mut.gg/players/13080-derwin-james-jr/27-101013080/
Justin Jefferson,84,,Core,,,101020961,https://www.mut.gg/players/20961-justin-jefferson/27-101020961/
Chris Jones,84,,Core,,,101017676,https://www.mut.gg/players/17676-chris-jones/27-101017676/
Kerby Joseph,84,,Core,,,101022227,https://www.mut.gg/players/22227-kerby-joseph/27-101022227/
George Kittle,84,,Core,,,101012836,https://www.mut.gg/players/12836-george-kittle/27-101012836/
CeeDee Lamb,84,,Core,,,101020932,https://www.mut.gg/players/20932-ceedee-lamb/27-101020932/
Patrick Mahomes,84,,Core,,,101012635,https://www.mut.gg/players/12635-patrick-mahomes/27-101012635/
Christian McCaffrey,84,,Core,,,101012556,https://www.mut.gg/players/12556-christian-mccaffrey/27-101012556/
Trent McDuffie,84,,Core,,,101022265,https://www.mut.gg/players/22265-trent-mcduffie/27-101022265/
Quinn Meinerz,84,,Core,,,101021842,https://www.mut.gg/players/21842-quinn-meinerz/27-101021842/
Quenton Nelson,84,,Core,,,101013081,https://www.mut.gg/players/13081-quenton-nelson/27-101013081/
Bijan Robinson,84,,Core,,,101022690,https://www.mut.gg/players/22690-bijan-robinson/27-101022690/
Rigoberto Sanchez,84,,Core,,,101012930,https://www.mut.gg/players/12930-rigoberto-sanchez/27-101012930/
Rigoberto Sanchez,84,,Platinum Players,,,101112930,https://www.mut.gg/players/12930-rigoberto-sanchez/27-101112930/
Roquan Smith,84,,Core,,,101013082,https://www.mut.gg/players/13082-roquan-smith/27-101013082/
Amon-Ra St. Brown,84,,Core,,,101021606,https://www.mut.gg/players/21606-amon-ra-st-brown/27-101021606/
Derek Stingley Jr,84,,Core,,,101022269,https://www.mut.gg/players/22269-derek-stingley-jr/27-101022269/
Vita Vea,84,,Core,,,101013091,https://www.mut.gg/players/13091-vita-vea/27-101013091/
Jared Verse,84,,Core,,,101014752,https://www.mut.gg/players/14752-jared-verse/27-101014752/
Kenneth Walker,84,,Core,,,101022338,https://www.mut.gg/players/22338-kenneth-walker-iii/27-101022338/
Denzel Ward,84,,Core,,,101013101,https://www.mut.gg/players/13101-denzel-ward/27-101013101/
T.J. Watt,84,,Core,,,101012562,https://www.mut.gg/players/12562-tj-watt/27-101012562/
Trent Williams,84,,Core,,,101009800,https://www.mut.gg/players/9800-trent-williams/27-101009800/
Antoine Winfield Jr,84,,Core,,,101021017,https://www.mut.gg/players/21017-antoine-winfield-jr/27-101021017/
Tristan Wirfs,84,,Core,,,101020971,https://www.mut.gg/players/20971-tristan-wirfs/27-101020971/
Devon Witherspoon,84,,Core,,,101023023,https://www.mut.gg/players/23023-devon-witherspoon/27-101023023/
Omar Speights,83,,Training Camp,,,107014917,https://www.mut.gg/players/14917-omar-speights/27-107014917/
De'Von Achane,83,,Core,,,101022692,https://www.mut.gg/players/22692-devon-achane/27-101022692/
Davante Adams,83,,Core,,,101010823,https://www.mut.gg/players/10823-davante-adams/27-101010823/
Saquon Barkley,83,,Core,,,101013085,https://www.mut.gg/players/13085-saquon-barkley/27-101013085/
Derrick Barnes,83,,Core,,,101021674,https://www.mut.gg/players/21674-derrick-barnes/27-101021674/
Corey Bojorquez,83,,Platinum Players,,,101113684,https://www.mut.gg/players/13684-corey-bojorquez/27-101113684/
Corey Bojorquez,83,,Core,,,101013684,https://www.mut.gg/players/13684-corey-bojorquez/27-101013684/
Nik Bonitto,83,,Core,,,101022142,https://www.mut.gg/players/22142-nik-bonitto/27-101022142/
Chris Boswell,83,,Core,,,101002262,https://www.mut.gg/players/2262-chris-boswell/27-101002262/
Chris Boswell,83,,Platinum Players,,,101102262,https://www.mut.gg/players/2262-chris-boswell/27-101102262/
Brock Bowers,83,,Core,,,101014678,https://www.mut.gg/players/14678-brock-bowers/27-101014678/
Brian Branch,83,,Core,,,101023024,https://www.mut.gg/players/23024-brian-branch/27-101023024/
Brian Burns,83,,Core,,,101020566,https://www.mut.gg/players/20566-brian-burns/27-101020566/
Joe Burrow,83,,Core,,,101020948,https://www.mut.gg/players/20948-joe-burrow/27-101020948/
Jack Campbell,83,,Core,,,101022705,https://www.mut.gg/players/22705-jack-campbell/27-101022705/
James Cook III,83,,Core,,,101022054,https://www.mut.gg/players/22054-james-cook/27-101022054/
Sam Darnold,83,,Core,,,101013097,https://www.mut.gg/players/13097-sam-darnold/27-101013097/
Demario Davis,83,,Core,,,101011555,https://www.mut.gg/players/11555-demario-davis/27-101011555/
Cooper DeJean,83,,Core,,,101014923,https://www.mut.gg/players/14923-cooper-dejean/27-101014923/
Mike Evans,83,,Core,,,101010857,https://www.mut.gg/players/10857-mike-evans/27-101010857/
Minkah Fitzpatrick,83,,Core,,,101013084,https://www.mut.gg/players/13084-minkah-fitzpatrick/27-101013084/
Sauce Gardner,83,,Core,,,101022260,https://www.mut.gg/players/22260-ahmad-gardner/27-101022260/
Trey Hendrickson,83,,Core,,,101012692,https://www.mut.gg/players/12692-trey-hendrickson/27-101012692/
Derrick Henry,83,,Core,,,101017557,https://www.mut.gg/players/17557-derrick-henry/27-101017557/
Jaylon Johnson,83,,Core,,,101021009,https://www.mut.gg/players/21009-jaylon-johnson/27-101021009/
Lane Johnson,83,,Core,,,101000927,https://www.mut.gg/players/927-lane-johnson/27-101000927/
Dexter Lawrence II,83,,Core,,,101020552,https://www.mut.gg/players/20552-dexter-lawrence-ii/27-101020552/
Tyler Linderbaum,83,,Core,,,101022274,https://www.mut.gg/players/22274-tyler-linderbaum/27-101022274/
Chris Lindstrom,83,,Core,,,101020369,https://www.mut.gg/players/20369-chris-lindstrom/27-101020369/
Devin Lloyd,83,,Core,,,101022183,https://www.mut.gg/players/22183-devin-lloyd/27-101022183/
Drake London,83,,Core,,,101022068,https://www.mut.gg/players/22068-drake-london/27-101022068/
Drake Maye,83,,Core,,,101014501,https://www.mut.gg/players/14501-drake-maye/27-101014501/
Xavier McKinney,83,,Core,,,101021023,https://www.mut.gg/players/21023-xavier-mckinney/27-101021023/
Terry McLaurin,83,,Core,,,101020435,https://www.mut.gg/players/20435-terry-mclaurin/27-101020435/
Quinyon Mitchell,83,,Core,,,101014932,https://www.mut.gg/players/14932-quinyon-mitchell/27-101014932/
Jason Myers,83,,Core,,,101002772,https://www.mut.gg/players/2772-jason-myers/27-101002772/
Jason Myers,83,,Platinum Players,,,101102772,https://www.mut.gg/players/2772-jason-myers/27-101102772/
Brian O'Neill,83,,Core,,,101013257,https://www.mut.gg/players/13257-brian-oneill/27-101013257/
George Pickens,83,,Core,,,101022365,https://www.mut.gg/players/22365-george-pickens/27-101022365/
Jalen Ramsey,83,,Core,,,101017538,https://www.mut.gg/players/17538-jalen-ramsey/27-101017538/
Patrick Ricard,83,,Core,,,101012959,https://www.mut.gg/players/12959-patrick-ricard/27-101012959/
Patrick Ricard,83,,Platinum Players,,,101112959,https://www.mut.gg/players/12959-patrick-ricard/27-101112959/
DeVonta Smith,83,,Core,,,101021761,https://www.mut.gg/players/21761-devonta-smith/27-101021761/
Tyler Smith,83,,Core,,,101022445,https://www.mut.gg/players/22445-tyler-smith/27-101022445/
Jonathan Taylor,83,,Core,,,101020928,https://www.mut.gg/players/20928-jonathan-taylor/27-101020928/
Zach Tom,83,,Core,,,101022434,https://www.mut.gg/players/22434-zach-tom/27-101022434/
Drue Tranquill,83,,Core,,,101020444,https://www.mut.gg/players/20444-drue-tranquill/27-101020444/
Laremy Tunsil,83,,Core,,,101017541,https://www.mut.gg/players/17541-laremy-tunsil/27-101017541/
Charvarius Ward Sr,83,,Core,,,101013507,https://www.mut.gg/players/13507-charvarius-ward/27-101013507/
Quinnen Williams,83,,Core,,,101020547,https://www.mut.gg/players/20547-quinnen-williams/27-101020547/
Darnell Wright,83,,Core,,,101022861,https://www.mut.gg/players/22861-darnell-wright/27-101022861/
Mansoor Delane,82,,Collectors Series,,,161101827,https://www.mut.gg/players/1827-mansoor-delane/27-161101827/
Caleb Downs,82,,Collectors Series,,,161116198,https://www.mut.gg/players/16198-caleb-downs/27-161116198/
Dennis Gardeck,82,,Collectors Series,,,161113610,https://www.mut.gg/players/13610-dennis-gardeck/27-161113610/
Colton McKivitz,82,,Collectors Series,,,161121115,https://www.mut.gg/players/21115-colton-mckivitz/27-161121115/
Aaron Rodgers,82,,Collectors Series,,,161126668,https://www.mut.gg/players/26668-aaron-rodgers/27-161126668/
Cam Skattebo,82,,Collectors Series,,,161114807,https://www.mut.gg/players/14807-cam-skattebo/27-161114807/
Xavier Watts,82,,Collectors Series,,,161115331,https://www.mut.gg/players/15331-xavier-watts/27-161115331/
Chase Young,82,,Collectors Series,,,161120985,https://www.mut.gg/players/20985-chase-young/27-161120985/
Dwight Freeney,82,,Legends,,,163114840,https://www.mut.gg/players/14840-dwight-freeney/27-163114840/
Derrick Johnson,82,,Legends,,,163126748,https://www.mut.gg/players/26748-derrick-johnson/27-163126748/
Ronnie Lott,82,,Legends,,,163111469,https://www.mut.gg/players/11469-ronnie-lott/27-163111469/
Gerald McCoy,82,,Legends,,,163109859,https://www.mut.gg/players/9859-gerald-mccoy/27-163109859/
Willie Anderson,82,,Legends,,,163100273,https://www.mut.gg/players/273-willie-anderson/27-163100273/
Martellus Bennett,82,,Legends,,,163128442,https://www.mut.gg/players/28442-martellus-bennett/27-163128442/
Marcel Reece,82,,Legends,,,163110020,https://www.mut.gg/players/10020-marcel-reece/27-163110020/
Marshal Yanda,82,,Legends,,,163128013,https://www.mut.gg/players/28013-marshal-yanda/27-163128013/
Reggie Bush,82,,Ranked,,,109527227,https://www.mut.gg/players/27227-reggie-bush/27-109527227/
Dante Fowler Jr,82,,Preseason Standouts,,,111002528,https://www.mut.gg/players/2528-dante-fowler-jr/27-111002528/
Sauce Gardner,82,,Ranked,,,109522260,https://www.mut.gg/players/22260-ahmad-gardner/27-109522260/
Javon Hargrave,82,,Preseason Standouts,,,111017670,https://www.mut.gg/players/17670-javon-hargrave/27-111017670/
Taron Johnson,82,,Preseason Standouts,,,111013348,https://www.mut.gg/players/13348-taron-johnson/27-111013348/
Isaiah Likely,82,,Preseason Standouts,,,111022092,https://www.mut.gg/players/22092-isaiah-likely/27-111022092/
Wan'Dale Robinson,82,,Preseason Standouts,,,111022368,https://www.mut.gg/players/22368-wandale-robinson/27-111022368/
Darnell Savage,82,,Preseason Standouts,,,111020458,https://www.mut.gg/players/20458-darnell-savage/27-111020458/
Christian Watson,82,,Ranked,,,109522373,https://www.mut.gg/players/22373-christian-watson/27-109522373/
Elijah Wilkinson,82,,Preseason Standouts,,,111013028,https://www.mut.gg/players/13028-elijah-wilkinson/27-111013028/
Mike Jackson,82,,Training Camp,,,107014924,https://www.mut.gg/players/20607-mike-jackson-sr/27-107014924/
Dillon Thieneman,82,,Rookie Premiere,,,108510193,https://www.mut.gg/players/10193-dillon-thieneman/27-108510193/
Jonathan Allen,82,,Core,,,101012521,https://www.mut.gg/players/12521-jonathan-allen/27-101012521/
Zach Allen,82,,Core,,,101020419,https://www.mut.gg/players/20419-zach-allen/27-101020419/
Mark Andrews,82,,Core,,,101013112,https://www.mut.gg/players/13112-mark-andrews/27-101013112/
Budda Baker,82,,Core,,,101012549,https://www.mut.gg/players/12549-budda-baker/27-101012549/
Tanor Bortolini,82,,Core,,,101014741,https://www.mut.gg/players/14741-tanor-bortolini/27-101014741/
A.J. Brown,82,,Core,,,101020495,https://www.mut.gg/players/20495-aj-brown/27-101020495/
Spencer Brown,82,,Core,,,101021649,https://www.mut.gg/players/21649-spencer-brown/27-101021649/
DeForest Buckner,82,,Core,,,101017542,https://www.mut.gg/players/17542-deforest-buckner/27-101017542/
Devin Bush,82,,Core,,,101020583,https://www.mut.gg/players/20583-devin-bush/27-101020583/
Kevin Byard III,82,,Core,,,101017752,https://www.mut.gg/players/17752-kevin-byard/27-101017752/
Jalen Carter,82,,Core,,,101022703,https://www.mut.gg/players/22703-jalen-carter/27-101022703/
Nico Collins,82,,Core,,,101021587,https://www.mut.gg/players/21587-nico-collins/27-101021587/
Cameron Dicker,82,,Core,,,101022392,https://www.mut.gg/players/22392-cameron-dicker/27-101022392/
Cameron Dicker,82,,Platinum Players,,,101122392,https://www.mut.gg/players/22392-cameron-dicker/27-101122392/
Landon Dickerson,82,,Core,,,101021642,https://www.mut.gg/players/21642-landon-dickerson/27-101021642/
Kevin Dotson,82,,Core,,,101021196,https://www.mut.gg/players/21196-kevin-dotson/27-101021196/
Nick Emmanwori,82,,Core,,,101015359,https://www.mut.gg/players/15359-nick-emmanwori/27-101015359/
Evan Engram,82,,Pregame Access,,,106012589,https://www.mut.gg/players/12589-evan-engram/27-106012589/
Ethan Evans,82,,Core,,,101023274,https://www.mut.gg/players/23274-ethan-evans/27-101023274/
Ethan Evans,82,,Platinum Players,,,101123274,https://www.mut.gg/players/23274-ethan-evans/27-101123274/
Zay Flowers,82,,Core,,,101022768,https://www.mut.gg/players/22768-zay-flowers/27-101022768/
Luke Goedeke,82,,Core,,,101022112,https://www.mut.gg/players/22112-luke-goedeke/27-101022112/
Dre Greenlaw,82,,Core,,,101020475,https://www.mut.gg/players/20475-dre-greenlaw/27-101020475/
Justin Herbert,82,,Core,,,101021034,https://www.mut.gg/players/21034-justin-herbert/27-101021034/
Tee Higgins,82,,Core,,,101020962,https://www.mut.gg/players/20962-tee-higgins/27-101020962/
Josh Hines-Allen,82,,Core,,,101020410,https://www.mut.gg/players/20410-josh-allen/27-101020410/
Malik Hooker,82,,Pregame Access,,,106012527,https://www.mut.gg/players/12527-malik-hooker/27-106012527/
Jaycee Horn,82,,Core,,,101021451,https://www.mut.gg/players/21451-jaycee-horn/27-101021451/
Talanoa Hufanga,82,,Core,,,101021488,https://www.mut.gg/players/21488-talanoa-hufanga/27-101021488/
Alec Ingold,82,,Core,,,101020390,https://www.mut.gg/players/20390-alec-ingold/27-101020390/
Josh Jacobs,82,,Core,,,101020488,https://www.mut.gg/players/20488-josh-jacobs/27-101020488/
Travis Kelce,82,,Core,,,101000890,https://www.mut.gg/players/890-travis-kelce/27-101000890/
Nate Landman,82,,Core,,,101022409,https://www.mut.gg/players/22409-nate-landman/27-101022409/
Harold Landry III,82,,Pregame Access,,,106013172,https://www.mut.gg/players/13172-harold-landry-iii/27-106013172/
Kamari Lassiter,82,,Core,,,101014929,https://www.mut.gg/players/14929-kamari-lassiter/27-101014929/
DeMarcus Lawrence,82,,Core,,,101011079,https://www.mut.gg/players/11079-demarcus-lawrence/27-101011079/
Damien Lewis,82,,Core,,,101021101,https://www.mut.gg/players/21101-damien-lewis/27-101021101/
Nnamdi Madubuike,82,,Core,,,101020982,https://www.mut.gg/players/20982-justin-madubuike/27-101020982/
Erik McCoy,82,,Core,,,101020437,https://www.mut.gg/players/20437-erik-mccoy/27-101020437/
Isaiah McDuffie,82,,Core,,,101021903,https://www.mut.gg/players/21903-isaiah-mcduffie/27-101021903/
Tetairoa McMillan,82,,Core,,,101015097,https://www.mut.gg/players/15097-tetairoa-mcmillan/27-101015097/
Morgan Moses,82,,Core,,,101012361,https://www.mut.gg/players/12361-morgan-moses/27-101012361/
Taylor Moton,82,,Core,,,101012636,https://www.mut.gg/players/12636-taylor-moton/27-101012636/
Chris Olave,82,,Core,,,101022072,https://www.mut.gg/players/22072-chris-olave/27-101022072/
Dak Prescott,82,,Core,,,101017567,https://www.mut.gg/players/17567-dak-prescott/27-101017567/
Patrick Queen,82,,Pregame Access,,,106020999,https://www.mut.gg/players/20999-patrick-queen/27-106020999/
Tate Ratledge,82,,Pregame Access,,,106015126,https://www.mut.gg/players/15126-tate-ratledge/27-106015126/
Will Reichard,82,,Core,,,101015004,https://www.mut.gg/players/15004-will-reichard/27-101015004/
Will Reichard,82,,Platinum Players,,,101115004,https://www.mut.gg/players/15004-will-reichard/27-101115004/
Luke Rhodes,82,,Core,,,101012504,https://www.mut.gg/players/12504-luke-rhodes/27-101012504/
Luke Rhodes,82,,Platinum Players,,,101112504,https://www.mut.gg/players/12504-luke-rhodes/27-101112504/
Calvin Ridley,82,,Pregame Access,,,106013113,https://www.mut.gg/players/13113-calvin-ridley/27-106013113/
Greg Rousseau,82,,Core,,,101021517,https://www.mut.gg/players/21517-gregory-rousseau/27-101021517/
